,Global_Score_Lung,Selective_Score_Lung,Driver_Delta,Rank
ABCG2 (9429),0.0439259575138843,0.017918842765,0.026007114748884296,3633.0
CAMKK2 (10645),-0.21344235190082644,-0.23944844499999998,0.02600609309917354,3634.0
TSC22D2 (9819),-0.47016707776859507,-0.49617026249999996,0.026003184731404894,3635.0
MFAP1 (4236),-1.884116588429752,-1.9101190583333336,0.026002469903581682,3636.0
NR3C2 (4306),0.06459903299173554,0.038602829416666665,0.025996203575068877,3637.0
DHFR2 (200895),-0.5062476173553719,-0.5322435791666668,0.02599596181129482,3638.0
STX10 (8677),-0.1422175183140496,-0.16821115083333335,0.025993632519283744,3639.0
UCK1 (83549),-0.060560212669421486,-0.08655257466666667,0.025992361997245188,3640.0
SPINK13 (153218),0.17740410305785118,0.1514153258333333,0.025988777224517867,3641.0
LMNB2 (84823),0.07880123664462808,0.05281436291666667,0.025986873727961414,3642.0
DHCR24 (1718),-0.002043140205892562,-0.028027935833333333,0.02598479562744077,3643.0
TIMM50 (92609),-0.44876615966942146,-0.4747438166666666,0.025977656997245135,3644.0
NADSYN1 (55191),-0.02398274666595042,-0.04996036475000001,0.025977618084049588,3645.0
SNAPC2 (6618),-1.464771338842975,-1.4907475000000001,0.025976161157025057,3646.0
CCDC80 (151887),0.023091955036694214,-0.002876003741666667,0.025967958778360882,3647.0
KATNB1 (10300),-0.4074122881818182,-0.43337547000000004,0.025963181818181857,3648.0
MSANTD2 (79684),0.0222310262392562,-0.0037289226474999993,0.0259599488867562,3649.0
LRRC23 (10233),0.015507497782644628,-0.010448033483333332,0.02595553126597796,3650.0
NAT1 (9),0.015463883488677685,-0.010490409458333334,0.02595429294701102,3651.0
EPHX1 (2052),0.1390285213801653,0.11307520633333333,0.025953315046831973,3652.0
OR2W3 (343171),-0.0376942868677686,-0.06364510150000001,0.02595081463223141,3653.0
FEN1 (2237),-0.7718411986776859,-0.7977842341666667,0.025943035488980803,3654.0
TNFAIP1 (7126),0.06343347817355371,0.03749540541666666,0.025938072756887053,3655.0
ZNF674 (641339),0.032918606413223146,0.0069816573333333345,0.02593694907988981,3656.0
ACYP1 (97),0.09356402821487601,0.067629384,0.025934644214876013,3657.0
MIIP (60672),-0.2267042894214876,-0.2526379275,0.025933638078512428,3658.0
NT5C3B (115024),-0.2008132729752066,-0.22674191666666665,0.025928643691460057,3659.0
GPR35 (2859),0.09479958920661156,0.06887171433333332,0.025927874873278245,3660.0
SLC26A7 (115111),-0.0055802691231735535,-0.03150506300000001,0.025924793876826453,3661.0
GOLM2 (113201),-0.1165825687768595,-0.14250315666666666,0.025920587889807153,3662.0
POGZ (23126),-0.29471024214876024,-0.3206217225,0.025911480351239746,3663.0
YIPF2 (78992),-0.1914499119834711,-0.21736000916666667,0.025910097183195563,3664.0
SHH (6469),0.19514086958677687,0.1692320875,0.025908782086776883,3665.0
SPINT2 (10653),-0.13445719832231404,-0.16036138833333335,0.025904190011019318,3666.0
BYSL (705),-1.4288519165289257,-1.4547557166666667,0.025903800137740962,3667.0
FOXD3 (27022),-0.024022838649256195,-0.04992588025,0.025903041600743804,3668.0
PRSS1 (5644),0.13095760778512397,0.10505639716666665,0.02590121061845732,3669.0
CASZ1 (54897),-0.0777735693801653,-0.10367360974999999,0.02590004036983469,3670.0
HDGFL2 (84717),-0.11129207418181819,-0.13719203833333335,0.02589996415151516,3671.0
DLK1 (8788),-0.16456220954545453,-0.19046118416666669,0.025898974621212156,3672.0
FKBP11 (51303),-0.02229757474214876,-0.04819590533333332,0.025898330591184564,3673.0
GRID2 (2895),-0.05410730899586777,-0.08000472141666666,0.02589741242079889,3674.0
PRRC2A (7916),-0.4907489500826447,-0.5166456866666668,0.025896736584022084,3675.0
TAPT1 (202018),-0.2000368614876033,-0.22592493749999998,0.025888076012396677,3676.0
DHRS7B (25979),-0.06948891076859505,-0.09537691708333333,0.025888006314738282,3677.0
HSD3B7 (80270),-0.17620438206611572,-0.202088445,0.02588406293388429,3678.0
GET1 (7485),-0.2830657763636364,-0.3089445633333333,0.02587878696969692,3679.0
PDCD7 (10081),-0.8844517807438016,-0.9103298000000001,0.02587801925619848,3680.0
SLC33A1 (9197),-0.30715738735537185,-0.3330213583333333,0.025863970977961448,3681.0
ATP2A2 (488),-1.914614338842975,-1.9404780583333332,0.02586371949035815,3682.0
GLE1 (2733),-0.6559184522314048,-0.6817775749999999,0.025859122768595144,3683.0
CDC73 (79577),-1.3972467694214874,-1.4231001499999998,0.025853380578512386,3684.0
ABCA7 (10347),0.04755873832727273,0.02170763721666667,0.025851101110606064,3685.0
DHX30 (22907),-0.34882341528925614,-0.37467312583333334,0.025849710544077198,3686.0
RPUSD1 (113000),0.2475996134710744,0.22175233666666663,0.025847276804407765,3687.0
TK1 (7083),-0.1214533767107438,-0.14729978333333332,0.025846406622589524,3688.0
CAPZA2 (830),-0.06872002215702479,-0.09456525566666667,0.02584523350964188,3689.0
TMEM201 (199953),-0.19095693438016528,-0.21679808833333333,0.02584115395316805,3690.0
NUP35 (129401),-0.4809700191735537,-0.506810525,0.025840505826446314,3691.0
ZNF41 (7592),0.07323157658677686,0.04739551758333333,0.025836059003443525,3692.0
ALPK1 (80216),0.031217838580578514,0.0053828169375,0.025835021643078514,3693.0
ZXDA (7789),0.029876171128925624,0.004045434975,0.025830736153925622,3694.0
CGGBP1 (8545),-0.055413869537190075,-0.08124321166666668,0.0258293421294766,3695.0
COX6C (1345),-0.4066105966942149,-0.43243963,0.02582903330578512,3696.0
PDLIM3 (27295),0.16802977673553718,0.14220238958333334,0.02582738715220384,3697.0
PSPC1 (55269),-0.2226462429752066,-0.24846775499999998,0.02582151202479338,3698.0
PCDHA6 (56142),-0.1035698738429752,-0.1293854208333333,0.025815546990358096,3699.0
SFN (2810),-0.20592719338842977,-0.23173456416666668,0.025807370778236915,3700.0
AFF2 (2334),0.07591786993388432,0.050111383333333336,0.02580648660055098,3701.0
SAMD9 (54809),0.10798549665289257,0.0821847565,0.025800740152892576,3702.0
HAUS3 (79441),-1.2362555024793387,-1.2620492,0.025793697520661407,3703.0
PTGER4 (5734),-0.041351624247933885,-0.06714483675,0.02579321250206612,3704.0
XRN2 (22803),-1.1785732115702479,-1.2043592083333332,0.02578599676308535,3705.0
INTS2 (57508),-1.075864581818182,-1.1016494,0.02578481818181788,3706.0
CFAP298 (56683),-1.3961150834710743,-1.421899175,0.0257840915289258,3707.0
UQCR10 (29796),-0.24243301272727275,-0.2682150775,0.025782064772727264,3708.0
RNF165 (494470),0.06422884099999998,0.03845053641666666,0.02577830458333332,3709.0
SORBS3 (10174),0.012860831673099173,-0.012910106374999999,0.02577093804809917,3710.0
F2RL1 (2150),0.029700980454330585,0.0039301446228333335,0.025770835831497252,3711.0
HAUS6 (54801),-1.3116910363636363,-1.3374606916666665,0.025769655303030214,3712.0
TPD52 (7163),0.15882009136363637,0.13305353958333335,0.025766551780303015,3713.0
SLC38A3 (10991),0.303173769338843,0.277413045,0.025760724338842966,3714.0
TMTC4 (84899),0.04503375294214876,0.01928546475,0.02574828819214876,3715.0
FIP1L1 (81608),-1.0937660256198347,-1.1195092083333333,0.025743182713498625,3716.0
ILF2 (3608),-1.0807986801652891,-1.1065379916666667,0.025739311501377538,3717.0
CDC37L1 (55664),0.09861580206611571,0.07287944533333333,0.02573635673278238,3718.0
PAFAH1B2 (5049),0.20936018958677685,0.18363035166666664,0.025729837920110216,3719.0
PROSER2 (254427),0.09680710509090909,0.07109008141666669,0.025717023674242404,3720.0
TTC21B (79809),0.018240439314628095,-0.007472329902499999,0.025712769217128093,3721.0
DGCR8 (54487),-0.6355348906611571,-0.6612474383333334,0.025712547672176345,3722.0
TCAIM (285343),0.012961870409421487,-0.012744649499999998,0.025706519909421487,3723.0
NPLOC4 (55666),-1.413124111570248,-1.4388303583333333,0.025706246763085305,3724.0
MTIF2 (4528),-0.35563717371900827,-0.38134213666666666,0.025704962947658394,3725.0
KLC1 (3831),0.05483024785950413,0.0291275785,0.025702669359504132,3726.0
MRGPRE (116534),-0.01771785353801653,-0.04341981141666667,0.02570195787865014,3727.0
STX1B (112755),-0.026992047275206613,-0.05267436675,0.025682319474793387,3728.0
MAGEB6 (158809),0.1288277724876033,0.10314572158333331,0.02568205090426999,3729.0
CASK (8573),0.12918537968595042,0.10350624891666667,0.025679130769283756,3730.0
RPS3 (6188),-2.6787343239669426,-2.7044121083333335,0.0256777843663909,3731.0
MYO5B (4645),0.025132227187520662,-0.0005317572258333333,0.025663984413353994,3732.0
GNB5 (10681),0.059616484074380166,0.03396057033333333,0.025655913741046837,3733.0
MYCBP (26292),-0.08578822395041322,-0.11144266266666668,0.02565443871625346,3734.0
ZACN (353174),-0.20620882859504128,-0.2318618716666667,0.025653043071625414,3735.0
LGI4 (163175),0.12336234437190081,0.09771035116666667,0.025651993205234147,3736.0
SMTNL2 (342527),-0.03704029652561983,-0.06268884008333334,0.025648543557713503,3737.0
LMTK3 (114783),-0.04065195690909091,-0.06629960366666666,0.025647646757575755,3738.0
SRCIN1 (80725),-0.27309225809917353,-0.29873133916666667,0.02563908106749313,3739.0
RBM20 (282996),-0.003974136359066116,-0.029611859583333334,0.025637723224267217,3740.0
BAD (572),-0.1285024210413223,-0.15413894000000003,0.025636518958677718,3741.0
BANP (54971),-0.9158321621487603,-0.9414686566666667,0.025636494517906394,3742.0
OTC (5009),0.14367967637190082,0.11804484258333335,0.02563483378856747,3743.0
C8orf76 (84933),0.012702648356280993,-0.012923523925000001,0.025626172281280994,3744.0
TMEM267 (64417),0.10106297049586777,0.07543740841666667,0.025625562079201095,3745.0
SERPINB5 (5268),0.12838997399173552,0.102767475,0.02562249899173552,3746.0
ITPRIP (85450),-0.02488720872727273,-0.050507615166666665,0.025620406439393936,3747.0
XYLT1 (64131),0.06038445250413223,0.0347670005,0.025617452004132228,3748.0
KCND1 (3750),-0.03691486024760331,-0.06252979383333333,0.025614933585730026,3749.0
RBBP8NL (140893),-0.010657229227851242,-0.036271587666666674,0.025614358438815432,3750.0
SVIL (6840),-0.004578492726438016,-0.030190517,0.025612024273561983,3751.0
GOLPH3 (64083),0.03132309228099174,0.0057142107499999996,0.02560888153099174,3752.0
DUSP2 (1844),0.03253425497272727,0.006926471475,0.02560778349772727,3753.0
CAV2 (858),0.03320054025619835,0.0075928945,0.02560764575619835,3754.0
RPL37A (6168),-2.239625901652892,-2.2652283666666664,0.025602465013774278,3755.0
ZDHHC8 (29801),-0.22533159280991738,-0.25093267999999996,0.025601087190082583,3756.0
NMNAT1 (64802),-0.3476372463636364,-0.37323316916666666,0.025595922803030247,3757.0
WDR5 (11091),-1.0847375099173553,-1.110332625,0.02559511508264478,3758.0
SIRT6 (51548),0.11765196436363637,0.09206161508333333,0.025590349280303043,3759.0
RHNO1 (83695),-0.0948085090413223,-0.12039773516666667,0.025589226125344366,3760.0
MAN1B1 (11253),0.013275144640661155,-0.012312688558333335,0.025587833198994492,3761.0
ZNF229 (7772),0.04322403969008265,0.017637926625,0.025586113065082648,3762.0
VPS11 (55823),-0.20877827363636361,-0.23436311666666673,0.025584843030303117,3763.0
IGF2BP3 (10643),-0.10880970455371901,-0.13439390666666665,0.025584202112947638,3764.0
SLC16A7 (9194),-0.1173728604876033,-0.14295678250000002,0.025583922012396718,3765.0
COMT (1312),-0.2291124397520661,-0.25468381083333336,0.025571371081267252,3766.0
AKR1C3 (8644),0.019520851483471074,-0.006050003250000001,0.025570854733471076,3767.0
C8orf58 (541565),0.1407056086446281,0.11513647291666668,0.025569135727961434,3768.0
SLC25A31 (83447),-0.08663777626446283,-0.11220537633333334,0.025567600068870516,3769.0
NUP93 (9688),-1.7820965471074381,-1.8076629833333333,0.02556643622589516,3770.0
ALOX5 (240),-0.18089702537190086,-0.20646107333333338,0.025564047961432523,3771.0
CD99 (4267),-0.15959904019834711,-0.18516149666666668,0.02556245646831956,3772.0
ALDOC (230),-0.3714868638016529,-0.397044955,0.025558091198347066,3773.0
BCS1L (617),-0.38225304000000004,-0.4078091358333333,0.025556095833333237,3774.0
KLHL2 (11275),-0.05838182417933884,-0.08393303791666668,0.025551213737327834,3775.0
ELP4 (26610),-0.7101567751239669,-0.735707625,0.025550849876033066,3776.0
BTG4 (54766),0.11315708785123968,0.08761069425,0.025546393601239684,3777.0
FMR1 (2332),0.037323462372727274,0.011778554924999999,0.025544907447727278,3778.0
SPTBN2 (6712),-0.10004877819834711,-0.12559141533333332,0.02554263713498621,3779.0
HOXA13 (3209),0.0986268109752066,0.07308601925000001,0.025540791725206596,3780.0
ATP8B1 (5205),0.10573077626446283,0.08019306666666666,0.025537709597796165,3781.0
CLPTM1L (81037),0.2835637504132231,0.2580267391666667,0.02553701124655644,3782.0
SMR3B (10879),-0.6447030433884298,-0.670238665,0.02553562161157019,3783.0
ZDHHC11 (79844),-0.25773818256198344,-0.2832678891666666,0.025529706604683178,3784.0
IL27RA (9466),-0.018813330518760326,-0.04434277849999999,0.025529447981239666,3785.0
FOXC1 (2296),0.09055872123140496,0.06503160691666666,0.025527114314738295,3786.0
ACSM3 (6296),0.027162239699999997,0.0016351745583333339,0.025527065141666663,3787.0
A1BG (1),-0.07138939047933886,-0.09691429824999999,0.02552490777066113,3788.0
IGF2R (3482),0.08250547990082643,0.056980700916666675,0.02552477898415976,3789.0
AKAP4 (8852),0.0007192239161157025,-0.024800150083333337,0.02551937399944904,3790.0
MRPL44 (65080),-0.38499483578512395,-0.4105037708333334,0.025508935048209447,3791.0
ARPC4 (10093),-0.7206989440495868,-0.746203895,0.025504950950413163,3792.0
ZNF517 (340385),-0.030961388858347108,-0.056461851416666674,0.025500462558319566,3793.0
RPL7 (6129),-1.737138852892562,-1.762639225,0.025500372107438052,3794.0
FOXRED2 (80020),-0.09390129708264464,-0.11939810499999999,0.025496807917355355,3795.0
HNRNPC (3183),-1.0647306132231407,-1.0902211833333333,0.025490570110192623,3796.0
TMCO4 (255104),-0.07078107623966944,-0.09626717491666666,0.02548609867699722,3797.0
SGPP1 (81537),-0.18706698487603307,-0.21255252916666664,0.02548554429063357,3798.0
WDTC1 (23038),-0.2497257947933884,-0.2752111091666667,0.02548531437327828,3799.0
KRT75 (9119),-0.09885051924793388,-0.12433211116666666,0.025481591918732782,3800.0
SDCCAG8 (10806),0.1275229014628099,0.10204968558333334,0.025473215879476555,3801.0
LDOC1 (23641),0.020614142303008263,-0.004855024311333333,0.025469166614341596,3802.0
BACE1 (23621),-0.0564936459476033,-0.08196218966666666,0.025468543719063354,3803.0
TDRP (157695),0.2849770390909091,0.2595142175,0.025462821590909124,3804.0
CDC42EP3 (10602),0.16913101950413223,0.14367080333333335,0.025460216170798883,3805.0
KCTD10 (83892),-0.339019602892562,-0.3644783191666667,0.025458716274104676,3806.0
POSTN (10631),-0.03201972156357851,-0.05746787950000001,0.025448157936421502,3807.0
AMMECR1 (9949),0.19231066586776854,0.16686399500000001,0.02544667086776853,3808.0
ROBO3 (64221),0.0847640072644628,0.05931759808333333,0.02544640918112947,3809.0
CHD5 (26038),0.008365824288958676,-0.017069866833333332,0.025435691122292006,3810.0
FEZF1 (389549),0.18040414500000002,0.1549754129166667,0.025428732083333322,3811.0
PGM3 (5238),-0.28015127148760327,-0.30557992250000005,0.025428651012396775,3812.0
ZBTB17 (7709),-0.671251501983471,-0.6966792066666666,0.02542770468319555,3813.0
RNF103 (7844),-0.13208637666115702,-0.15750756833333335,0.025421191672176324,3814.0
SPATA5 (166378),-0.896904634876033,-0.9223245699999999,0.025419935123966897,3815.0
TIGAR (57103),0.07581586510743803,0.05039678541666667,0.025419079690771354,3816.0
TBX15 (6913),-0.16488660525619836,-0.19030503666666668,0.025418431410468317,3817.0
DRAP1 (10589),-0.3819618452892562,-0.40737978083333326,0.025417935544077064,3818.0
CTBP2 (1488),-0.19446911859504132,-0.21987770916666663,0.02540859057162531,3819.0
PON3 (5446),-0.008517452943190082,-0.033924516833333335,0.02540706389014325,3820.0
SOX3 (6658),-0.05794402305785124,-0.08334787633333333,0.025403853275482093,3821.0
FCHSD2 (9873),-0.12386412749586778,-0.14926559083333335,0.02540146333746557,3822.0
KRT14 (3861),-0.12333798647933886,-0.14873735,0.025399363520661133,3823.0
IQCE (23288),-0.03100310556214876,-0.05640211450000002,0.025399008937851256,3824.0
NRG1 (3084),0.10520632566115704,0.07980818491666666,0.02539814074449037,3825.0
SPATA31D1 (389763),0.49330340107438014,0.4679055241666666,0.025397876907713557,3826.0
TTC30A (92104),-0.1298736996694215,-0.15526344416666668,0.02538974449724518,3827.0
TSPAN7 (7102),0.0511465086446281,0.025759867333333335,0.025386641311294766,3828.0
NUP62 (23636),-0.6466262692561984,-0.6720110216666666,0.025384752410468225,3829.0
IDUA (3425),0.07102455603305786,0.04564906641666667,0.025375489616391196,3830.0
TRPM2 (7226),0.06023131492561983,0.03485603625,0.025375278675619832,3831.0
TAF12 (6883),-0.8369667335537191,-0.8623394624999999,0.025372728946280843,3832.0
STIL (6491),-0.6479122419008265,-0.6732718966666668,0.025359654765840234,3833.0
CCDC122 (160857),0.14853424595041323,0.12317485916666666,0.025359386783746565,3834.0
ACTG1 (71),-0.7464519463636363,-0.7718097175,0.025357771136363727,3835.0
TWF1 (5756),-0.28760902892561985,-0.3129648025,0.025355773574380125,3836.0
SLC16A13 (201232),0.0565354362123967,0.03118726455833333,0.02534817165406337,3837.0
C1orf226 (400793),-0.08025641971900827,-0.10560373291666668,0.025347313197658414,3838.0
NBEA (26960),-0.05316837788561984,-0.07850997291666668,0.025341595031046847,3839.0
CTTN (2017),-0.2194636544628099,-0.2448005475,0.025336893037190084,3840.0
MKRN1 (23608),-0.2907176065289256,-0.31605126666666666,0.025333660137741076,3841.0
TMEM187 (8269),-0.059398058673553716,-0.0847298295,0.02533177082644629,3842.0
NOP9 (161424),-0.8653275039669421,-0.8906453275,0.025317823533057893,3843.0
SEPTIN11 (55752),-0.1450172699173554,-0.17033476333333333,0.025317493415977943,3844.0
ESS2 (8220),-1.0450645537190082,-1.07037925,0.02531469628099181,3845.0
DNALI1 (7802),-0.06256087439669421,-0.087872585,0.025311710603305795,3846.0
C2orf92 (728537),-0.9018353511570247,-0.9271435658333332,0.025308214676308505,3847.0
FBXO6 (26270),-0.03170519252479339,-0.057007303583333335,0.025302111058539946,3848.0
POLR2K (5440),-1.2534888421487602,-1.2787891,0.025300257851239794,3849.0
N6AMT1 (29104),-0.4922165151239669,-0.5175163933333333,0.02529987820936641,3850.0
SORT1 (6272),-0.21820766933884297,-0.2435071125,0.025299443161157037,3851.0
NUP188 (23511),-0.3342853881818182,-0.359584525,0.0252991368181818,3852.0
RNF169 (254225),-0.15057729590909089,-0.17587588916666666,0.025298593257575774,3853.0
BTBD7 (55727),-0.3071447640495868,-0.33244131166666663,0.025296547617079834,3854.0
UGT3A1 (133688),0.11671037105785124,0.09141521308333332,0.025295157974517923,3855.0
LPIN3 (64900),0.018642546698016526,-0.006652388408333332,0.025294935106349857,3856.0
PDSS1 (23590),-0.3184770108264463,-0.3437697433333334,0.025292732506887072,3857.0
SLC50A1 (55974),-0.020482778380495868,-0.04577221158333333,0.025289433202837466,3858.0
MASTL (84930),-1.3033059016528925,-1.3285925166666666,0.02528661501377405,3859.0
ZFHX3 (463),0.010062077520743801,-0.015223155916666668,0.02528523343741047,3860.0
IFNA7 (3444),-0.09189959229338843,-0.117182324,0.025282731706611578,3861.0
INTS8 (55656),-1.1926199553719008,-1.2179004833333333,0.025280527961432542,3862.0
CORO7 (79585),-0.05766281942975207,-0.08293844483333332,0.025275625403581248,3863.0
RGS20 (8601),-0.05583874832231406,-0.08110927000000001,0.025270521677685953,3864.0
DLG1 (1739),0.11505674719008266,0.08979015900000002,0.025266588190082637,3865.0
SLC2A9 (56606),0.1566581698347107,0.13139391833333336,0.025264251501377344,3866.0
DUXB (100033411),0.22303217123966942,0.19778679416666667,0.025245377073002756,3867.0
TPCN2 (219931),-0.08792594341322314,-0.11316915499999998,0.025243211586776837,3868.0
CSGALNACT1 (55790),-0.020709194828099176,-0.04594703941666667,0.025237844588567492,3869.0
POP7 (10248),-0.8158107253719007,-0.8410472383333333,0.02523651296143259,3870.0
EMB (133418),-0.014222006060082646,-0.039456726666666664,0.025234720606584018,3871.0
AQP1 (358),0.09578873285123968,0.07055472758333335,0.025234005267906326,3872.0
DHODH (1723),-0.42234218702479337,-0.44757298249999994,0.02523079547520657,3873.0
INSL6 (11172),0.1839579278512397,0.15872761333333332,0.025230314517906388,3874.0
GLMP (112770),-0.052582043931404955,-0.077807645,0.02522560106859504,3875.0
KRTAP4-8 (728224),-0.42997505231404964,-0.45520032000000005,0.025225267685950403,3876.0
TOM1L1 (10040),-0.023074528883719008,-0.04829639308333333,0.025221864199614325,3877.0
ZNF74 (7625),-0.012866972179173554,-0.038086531166666666,0.02521955898749311,3878.0
PCTP (58488),0.12604454480991736,0.10082560641666666,0.025218938393250706,3879.0
STK24 (8428),0.02071399013768595,-0.004504798916666666,0.025218789054352618,3880.0
TAF7 (6879),-0.8372132843801653,-0.8624280441666666,0.02521475978650134,3881.0
KCNH8 (131096),0.24986048000000002,0.22464736416666667,0.025213115833333355,3882.0
RNF126 (55658),0.1603661967768595,0.1351609625,0.0252052342768595,3883.0
TRIM2 (23321),0.10432759111570247,0.07912347925,0.02520411186570247,3884.0
PPM1G (5496),-0.29790435578512403,-0.3231068066666667,0.02520245088154266,3885.0
EIF3H (8667),-0.8992754181818182,-0.9244773691666666,0.025201950984848343,3886.0
GPRC5A (9052),0.042203865057851245,0.0170029005,0.025200964557851244,3887.0
ZNF280B (140883),0.1827181667768595,0.15751728916666666,0.02520087761019285,3888.0
P2RX5 (5026),0.05541104272727272,0.030213796999999997,0.025197245727272725,3889.0
C2CD5 (9847),0.12808713312396694,0.10289147583333332,0.025195657290633625,3890.0
LMAN2 (10960),0.10978670312396693,0.08459162058333335,0.025195082540633587,3891.0
IL37 (27178),-0.09966978608264462,-0.1248590716666667,0.025189285584022073,3892.0
CC2D1B (200014),-0.19356941512396694,-0.21875831333333332,0.025188898209366373,3893.0
KLHL21 (9903),-0.012108558270413225,-0.03728818366666667,0.025179625396253444,3894.0
PDE2A (5138),-0.06417623954545454,-0.08935489499999999,0.02517865545454545,3895.0
PRSS22 (64063),0.02695473660876033,0.0017865647883333335,0.025168171820426997,3896.0
LRCH3 (84859),-0.16013825516528923,-0.18530289583333334,0.025164640668044108,3897.0
NUSAP1 (51203),-0.19615889975206613,-0.22130866666666668,0.025149766914600552,3898.0
ADD2 (119),-0.00095331309061157,-0.02610005941666667,0.025146746326055097,3899.0
SERINC1 (57515),0.29344990280991734,0.26830970583333336,0.025140196976583984,3900.0
FANCA (2175),-0.24896811966942148,-0.2741067675,0.025138647830578537,3901.0
NFIX (4784),0.08572011189256198,0.06058328925,0.025136822642561986,3902.0
TRAF2 (7186),-0.3296186204958677,-0.35475444333333334,0.025135822837465627,3903.0
CHTOP (26097),-0.2557565790082645,-0.28088792500000004,0.025131345991735554,3904.0
ANO10 (55129),0.05848904652892562,0.033358781250000004,0.025130265278925618,3905.0
IMPDH2 (3615),-0.6369702237190082,-0.662098685,0.025128461280991776,3906.0
PPAT (5471),-0.816838432892562,-0.8419644949999999,0.025126062107437952,3907.0
TEX33 (339669),-0.02862498960049587,-0.05375030091666668,0.025125311316170813,3908.0
MRC2 (9902),-0.037969439161157026,-0.06309398241666667,0.02512454325550964,3909.0
PLXNA4 (91584),0.05025986962809918,0.02514128733333333,0.02511858229476585,3910.0
MSL3 (10943),0.05493380587603306,0.029818741583333336,0.025115064292699725,3911.0
PSMA7 (5688),-2.532694461983471,-2.5578064249999994,0.025111963016528627,3912.0
TFIP11 (24144),-1.1580339000000002,-1.1831441083333332,0.025110208333332995,3913.0
TOLLIP (54472),0.10923182952892563,0.08412399416666666,0.025107835362258968,3914.0
CISD1 (55847),0.07173748311570248,0.046636845499999996,0.025100637615702484,3915.0
KCTD5 (54442),-0.033034756697520665,-0.058134288916666665,0.025099532219146,3916.0
CGN (57530),-0.07660419513223139,-0.10170294875000001,0.025098753617768615,3917.0
KNTC1 (9735),-0.27178738115702483,-0.29688412583333335,0.025096744676308513,3918.0
PPOX (5498),-0.1898415852892562,-0.21493533666666664,0.025093751377410434,3919.0
NDFIP2 (54602),0.09886282627272729,0.07377313383333334,0.02508969243939395,3920.0
CYBB (1536),0.06235899626446281,0.03727036416666667,0.025088632097796146,3921.0
FJX1 (24147),-0.06661057024793389,-0.09169713550000001,0.025086565252066123,3922.0
CROCC2 (728763),0.36963174785123964,0.3445488625,0.025082885351239648,3923.0
ZNF718 (255403),0.231979424214876,0.2068966041666667,0.025082820048209303,3924.0
DHDH (27294),0.06028348853719008,0.03520425775,0.025079230787190078,3925.0
PDLIM5 (10611),0.05872131605785124,0.033645706000000004,0.025075610057851236,3926.0
CHGB (1114),-0.008083894055867768,-0.03315483583333334,0.02507094177746557,3927.0
PLS3 (5358),0.14034251556198346,0.11527570566666667,0.02506680989531679,3928.0
HEATR3 (55027),-0.32246566900826446,-0.34753190500000003,0.025066235991735575,3929.0
RNF128 (79589),-0.03658645431128099,-0.06165045908333333,0.02506400477205234,3930.0
PRIMPOL (201973),0.26338452198347106,0.2383219433333333,0.02506257865013775,3931.0
JAKMIP1 (152789),0.08034559696694214,0.055284635500000005,0.025060961466942137,3932.0
CARD19 (84270),0.010445169651074379,-0.014615051208333335,0.025060220859407713,3933.0
ZNF254 (9534),0.05275435756198347,0.027719094250000003,0.025035263311983465,3934.0
RUNX1T1 (862),-0.08193352727272726,-0.10696659716666668,0.025033069893939414,3935.0
TRAF5 (7188),0.02954495804107438,0.004513710414166667,0.025031247626907713,3936.0
CACNG6 (59285),-0.11900635109917354,-0.14403724083333336,0.025030889734159817,3937.0
CPVL (54504),0.030801152054545453,0.005770395341666667,0.025030756712878785,3938.0
GABBR1 (2550),-0.08109053853719009,-0.1061196775,0.025029138962809908,3939.0
ZNF607 (84775),0.03346008745041323,0.008434624041666667,0.025025463408746562,3940.0
NOP56 (10528),-1.4718789388429754,-1.4968928083333333,0.025013869490357887,3941.0
SOGA1 (140710),-0.10603780177685951,-0.1310465508333333,0.025008749056473795,3942.0
RCE1 (9986),-0.2502226761983471,-0.2752309975000001,0.02500832130165298,3943.0
ATP5MG (10632),-0.33211302818181826,-0.3571192125,0.025006184318181746,3944.0
ZFP69B (65243),-0.09325141809917355,-0.11825702566666667,0.02500560756749312,3945.0
ASAP2 (8853),0.17568854338842974,0.15068468083333333,0.0250038625550964,3946.0
TTC6 (319089),0.24083847247933882,0.21583508750000002,0.025003384979338794,3947.0
MRPL15 (29088),-0.4148394452892562,-0.4398426883333333,0.025003243044077084,3948.0
SAMD9L (219285),-0.04165913927272727,-0.06666029641666667,0.025001157143939398,3949.0
DOCK7 (85440),-0.17673481785123968,-0.20173513416666666,0.025000316315426985,3950.0
NUDT21 (11051),-1.8956536776859503,-1.9206516249999999,0.024997947314049584,3951.0
DCAF6 (55827),-0.2047141941322314,-0.2297105783333333,0.024996384201101896,3952.0
CBR3 (874),0.0660615319090909,0.04106568608333334,0.02499584582575757,3953.0
CLUH (23277),-0.1324330760661157,-0.15742805333333335,0.02499497726721764,3954.0
LPGAT1 (9926),-0.036095041695041324,-0.06108861425,0.024993572554958675,3955.0
FAM120B (84498),0.11573857566942149,0.09074680375,0.024991771919421493,3956.0
RUFY3 (22902),0.027275635557024794,0.002285440116666667,0.024990195440358128,3957.0
KCNH6 (81033),0.03913625280991735,0.01414762958333333,0.024988623226584024,3958.0
LTBR (4055),0.017865749780247936,-0.007122844590833333,0.02498859437108127,3959.0
PRNP (5621),0.1735338330909091,0.14854563866666665,0.024988194424242466,3960.0
PAMR1 (25891),0.09300747147107437,0.06802283425,0.02498463722107437,3961.0
